Host Id,Host Since,mes,anio,Name,Neighbourhood,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating,,,,,,
893870,30/07/2011,7,2011,2 BLOCKS TO CNTRL PARK-ENTIRE APT!!,Manhattan,Apartment,95,Entire home/apt,10025,1,1,17,201,95,,,,,,
893048,30/07/2011,7,2011,Large Bedroom in True Brooklyn Loft,Brooklyn,Apartment,95,Private room,11237,1,1,4,98,95,,,,,,
895012,30/07/2011,7,2011,Large Private Room/Ensuite Bathroom,Brooklyn,Apartment,100,Private room,11237,1,1,1,80,100,,,,,,
895399,30/07/2011,7,2011,Artist Room in East Williamsburg!,Brooklyn,Apartment,100,Private room,11237,1,1,1,50,100,,,,,,
893148,30/07/2011,7,2011,Charming triplex in NYC brownstone!,Manhattan,Apartment,95,Private room,10023,1,1,85,120,97,,,,,,
896918,31/07/2011,7,2011,Entire 1.5 Br Apt- Prosp/Crown Hts,Brooklyn,Apartment,85,Entire home/apt,11216,1,1,12,99,87,,,,,,
899479,31/07/2011,7,2011,Delightful Williamsburg / W Balcony,Brooklyn,Apartment,95,Entire home/apt,11249,1,1,6,149,97,,,,,,
899398,31/07/2011,7,2011,Charming studio, large open space.,Manhattan,Apartment,80,Entire home/apt,10001,1,1,1,245,80,,,,,
899479,31/07/2011,7,2011,Delightful 1 Bedroom - West Village,Manhattan,Apartment,90,Entire home/apt,10011,1,1,60,199,93,,,,,,
899738,31/07/2011,7,2011,Luxury large 1 bedroom apartment,Manhattan,Apartment,100,Entire home/apt,10019,1,1,1,200,100,,,,,,
897584,31/07/2011,7,2011,Cozy Yogini's Nest,Manhattan,Apartment,90,Entire home/apt,10031,2,1,15,103,93,,,,,,
900286,31/07/2011,7,2011,1BR Upper East Side - Central Park,Manhattan,Apartment,95,Entire home/apt,10075,2,1,16,230,95,,,,,,
898980,31/07/2011,7,2011,ARTIST HEAVEN in WILLIAMSBURG,Brooklyn,Apartment,100,Private room,11211,1,1,2,107,100,,,,,,
899738,31/07/2011,7,2011,Private 1 bed in a luxury apartment,Manhattan,Apartment,100,Private room,10019,1,1,1,130,100,,,,,,
906200,01/08/2011,8,2011,"""The Oasis"" Duplex right on Bedford",Brooklyn,Apartment,,Entire home/apt,11211,3,1,0,280,,,,,,,
905297,01/08/2011,8,2011,Beautiful home to relax in,Brooklyn,Apartment,100,Entire home/apt,11238,1,1,5,142,100,,,,,,
904770,01/08/2011,8,2011,Large Studio for 2 in Williamsburg,Brooklyn,Apartment,100,Entire home/apt,11249,1,1,1,129,100,,,,,,
905122,01/08/2011,8,2011,2BR Lux Prospect Heights Brooklyn,Brooklyn,Loft,100,Entire home/apt,11238,2,1,4,145,100,,,,,,
904893,01/08/2011,8,2011,Sun-filled Lower East Side loft,Manhattan,Apartment,95,Entire home/apt,10002,2,1,6,225,96,,,,,,
901894,01/08/2011,8,2011,LOCATION! Artists Loft 15' ceilings,Manhattan,Apartment,80,Entire home/apt,10003,2,1,3,640,80,,,,,,
904833,01/08/2011,8,2011,Comfort at Crossroads of Downtown,Manhattan,Apartment,100,Entire home/apt,10011,3,1,1,250,100,,,,,,
906163,01/08/2011,8,2011,Chelsea Studio w/ Private Garden,Manhattan,Apartment,95,Entire home/apt,10011,1,1,9,195,97,,,,,,
901957,01/08/2011,8,2011,Comfortable Village Apartment!,Manhattan,Apartment,95,Entire home/apt,10012,1,1,12,189,98,,,,,,
904192,01/08/2011,8,2011,"FAMOUS SOHO ""MERCER ST."" PENTHOUSE!",Manhattan,Apartment,95,Entire home/apt,10012,6,1,17,2.750,95,,,,,,
904192,01/08/2011,8,2011,SOHO PENTHOUSE W/ PRIVATE ROOFDECK,Manhattan,Apartment,,Entire home/apt,10012,3,1,0,4.750,,,,,,,
904944,01/08/2011,8,2011,The Soho Dream,Manhattan,Apartment,85,Entire home/apt,10012,1,1,81,179,86,,,,,,
905708,01/08/2011,8,2011,Full floor SOHO Loft 1600ft2- brick,Manhattan,Loft,90,Entire home/apt,10013,2,1,46,432,90,,,,,,
903686,01/08/2011,8,2011,Great place in THE area to stay in!,Brooklyn,Apartment,100,Private room,11206,1,1,7,100,100,,,,,,
904082,01/08/2011,8,2011,Sunny quiet Bushwick oasis,Brooklyn,Apartment,95,Private room,11221,1,1,5,50,96,,,,,,
901894,01/08/2011,8,2011,ROOM in SCHOOLHOUSE DUPLEX LOFT,Manhattan,Apartment,,Private room,10003,1,1,0,180,,,,,,,
906067,01/08/2011,8,2011,Times Square-Hells Kitchen Quiet Rm,Manhattan,Apartment,,Private room,10036,1,1,0,89,,,,,,,
903846,01/08/2011,8,2011,Private room in a 1-bdrm apartment,Manhattan,Apartment,95,Private room,10040,1,1,20,59,95,,,,,,
910766,02/08/2011,8,2011,NY Native Know How & Convenience!,Brooklyn,Apartment,95,Entire home/apt,11201,2,1,13,179,98,,,,,,
908031,02/08/2011,8,2011,Carroll Gardens Parlor Floor,Brooklyn,Apartment,,Entire home/apt,11231,2,1,0,235,,,,,,,
912541,02/08/2011,8,2011,Chic Modern High Line Luxury- New!,Manhattan,Apartment,90,Entire home/apt,10001,3,1,1,675,94,,,,,,
909234,02/08/2011,8,2011,UNION SQUARE/EAST VILLAGE BEAUTIFUL,Manhattan,Apartment,95,Entire home/apt,10003,1,1,31,170,97,,,,,,
909877,02/08/2011,8,2011,East Village 1 BR near Astor Place,Manhattan,Apartment,90,Entire home/apt,10003,2,1,25,300,92,,,,,,
908514,02/08/2011,8,2011,Modern 1 BR + terrace in Gramercy,Manhattan,Apartment,100,Entire home/apt,10010,1,1,5,165,100,,,,,,
911596,02/08/2011,8,2011,SOHO/VILLAGE CHARMING STUDIO,Manhattan,Apartment,95,Entire home/apt,10012,1,1,58,215,95,,,,,,
908893,02/08/2011,8,2011,Cozy Manhattan studio w/ Amenities,Manhattan,Apartment,,Entire home/apt,10031,1,1,0,125,,,,,,,
911097,02/08/2011,8,2011,Amazing 1BR -15 min to Times Square,Manhattan,Apartment,80,Entire home/apt,10031,1,1,14,119,84,,,,,,
910208,02/08/2011,8,2011,Wonderfully Designed SoHo Studio,Manhattan,Loft,100,Entire home/apt,10013,1,1,4,180,100,,,,,,
909577,02/08/2011,8,2011,Central Williamsburg Room,Brooklyn,Apartment,85,Private room,11211,1,1,3,84,87,,,,,,
909577,02/08/2011,8,2011,Room On Bedford/ Heart Williamsburg,Brooklyn,Apartment,95,Private room,11211,1,1,27,99,96,,,,,,
912400,02/08/2011,8,2011,Park Slope sweet cozy home! Wifi!,Brooklyn,Apartment,100,Private room,11215,1,1,1,79,100,,,,,,
906434,02/08/2011,8,2011,Garden Oasis - September Special!,Brooklyn,Apartment,100,Private room,11221,1,1,2,69,100,,,,,,
906434,02/08/2011,8,2011,Huge Artist studio/room 200sq ft,Brooklyn,Apartment,,Private room,11221,1,1,0,75,,,,,,,
910592,02/08/2011,8,2011,Garden View Private Gem,Brooklyn,House,100,Private room,11221,1,1,1,60,100,,,,,,
915973,03/08/2011,8,2011,Bi-level Loft with a Private Garden,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,9,248,98,,,,,,
918087,03/08/2011,8,2011,RARE! Vintage 2 Bed Artist's Flat,Brooklyn,Apartment,,Entire home/apt,11216,2,1,0,159,,,,,,,
916998,03/08/2011,8,2011,Stylish Brooklyn Loft,Brooklyn,Apartment,95,Entire home/apt,11222,1,1,19,149,99,,,,,,
915640,03/08/2011,8,2011,Spacious & Comfy BK Brownstone,Brooklyn,Apartment,90,Entire home/apt,11225,1,1,48,109,91,,,,,,
915927,03/08/2011,8,2011,Modern apartment / Williamsburg,Brooklyn,Apartment,100,Entire home/apt,11249,1,1,5,185,100,,,,,,
918543,03/08/2011,8,2011,Huge 1 bedroom in the East Village,Manhattan,Apartment,,Entire home/apt,10009,2,1,0,160,,,,,,,
915684,03/08/2011,8,2011,Cheery Chelsea Charmer,Manhattan,Apartment,100,Entire home/apt,10011,2,1,2,250,100,,,,,,
915175,03/08/2011,8,2011,Modern 1BD in the heart of SOHO,Manhattan,Apartment,90,Entire home/apt,10012,2,1,34,225,90,,,,,,
915175,03/08/2011,8,2011,Newly Renovated One BD in SOHO,Manhattan,Apartment,90,Entire home/apt,10012,2,1,12,225,92,,,,,,
915487,03/08/2011,8,2011,Gorgeous West Village 1-Bedroom,Manhattan,Apartment,85,Entire home/apt,10014,1,1,29,265,86,,,,,,
917058,03/08/2011,8,2011,Private 1-BR in Prime Soho Location,Manhattan,Apartment,90,Entire home/apt,10014,1,1,74,210,91,,,,,,
914838,03/08/2011,8,2011,BRAND NEW HUGE 1 BED@TIMES SQ!!!!!!,Manhattan,Apartment,100,Entire home/apt,10018,2,1,1,140,100,,,,,,
916789,03/08/2011,8,2011,Gorgeous Upper East Side Studio,Manhattan,Apartment,95,Entire home/apt,10028,1,1,16,115,95,,,,,,
914838,03/08/2011,8,2011,BRAND NEW!HUGE 1 BED!TIMES SQ!!!!!!,Manhattan,Apartment,80,Entire home/apt,10036,1,1,1,140,80,,,,,,
914838,03/08/2011,8,2011,GREAT BRAND NEW 1 BED! TIMES SQ!!!!,Manhattan,Apartment,80,Entire home/apt,10036,2,1,5,150,80,,,,,,
914838,03/08/2011,8,2011,HUGE 1 BED@TIMES SQUARE@BRAND NEW!!,Manhattan,Apartment,,Entire home/apt,10036,1,1,0,150,,,,,,,
914838,03/08/2011,8,2011,HUGE ONE BED APARTMENT!TIMES SQ!!!,Manhattan,Apartment,,Entire home/apt,10036,1,1,1,140,,,,,,,
917046,03/08/2011,8,2011,Rosey Sanctuary,Manhattan,Apartment,,Entire home/apt,10044,1,1,0,160,,,,,,,
918508,03/08/2011,8,2011,LUXURY APT GYM, POOL,CENTRAL PARK !,Manhattan,Apartment,95,Entire home/apt,10128,2,1,18,320,96,,,,
918087,03/08/2011,8,2011,Cozy and spacious - rare for NYC!,Brooklyn,Apartment,85,Private room,11216,1,1,34,72,88,,,,,,
918087,03/08/2011,8,2011,Lovely HUGE Master Bed + Study,Brooklyn,Apartment,90,Private room,11216,1,1,42,82,93,,,,,,
915496,03/08/2011,8,2011,great room in the heart of the city,Manhattan,Apartment,85,Private room,10002,1,1,12,85,89,,,,,,
918718,03/08/2011,8,2011,Bright & Cozy 1 Bedroom on the UES!,Manhattan,Apartment,85,Private room,10128,1,1,21,86,86,,,,,,
923313,04/08/2011,8,2011,The heart of historic Boerum Hill,Brooklyn,Apartment,100,Entire home/apt,11201,2,1,4,160,100,,,,,,
922544,04/08/2011,8,2011,Cute 1BR in Clinton Hill/Ft. Greene,Brooklyn,Apartment,90,Entire home/apt,11238,2,1,12,139,93,,,,,,
922922,04/08/2011,8,2011,Lovely Brooklyn Brownstone 2BR!,Brooklyn,Apartment,90,Entire home/apt,11238,2,1,5,265,92,,,,,,
924436,04/08/2011,8,2011,SPACIOUS ARTIST LOFT IN BROOKLYN,Brooklyn,Loft,,Entire home/apt,11205,2,1,1,160,,,,,,,
920002,04/08/2011,8,2011,NY Private 1000sqft tropical loft,Brooklyn,Loft,80,Entire home/apt,11237,1,1,9,160,83,,,,,,
920222,04/08/2011,8,2011,LES sunny and charming apartment,Manhattan,Apartment,100,Entire home/apt,10002,1,1,2,180,100,,,,,,
923451,04/08/2011,8,2011,Cozy studio close to everything!,Manhattan,Apartment,100,Entire home/apt,10002,1,1,1,135,100,,,,,,
923788,04/08/2011,8,2011,one bedroom apt on the l.e.s.,Manhattan,Apartment,90,Entire home/apt,10002,1,1,13,150,93,,,,,,
923681,04/08/2011,8,2011,Quiet and Sunny in the East Village,Manhattan,Apartment,95,Entire home/apt,10003,1,1,14,240,98,,,,,,
923915,04/08/2011,8,2011,Sun-drenched 2 Bedroom Penthouse,Manhattan,Apartment,90,Entire home/apt,10009,2,1,25,310,90,,,,,,
921046,04/08/2011,8,2011,Lovely bright, spacious Nolita apt!,Manhattan,Apartment,95,Entire home/apt,10012,1,1,12,220,96,,,,,
923047,04/08/2011,8,2011,Upper west side cozy 1 bdrm apt,Manhattan,Apartment,100,Entire home/apt,10025,1,1,2,77,100,,,,,,
923901,04/08/2011,8,2011,Charming 1BR in Brooklyn Heights,Brooklyn,Apartment,85,Private room,11201,1,1,21,119,86,,,,,,
921672,04/08/2011,8,2011,Large Sunny Bedroom w/Balcony for 2,Brooklyn,Apartment,,Private room,11205,1,1,0,70,,,,,,,
921423,04/08/2011,8,2011,Beautiful 2 BR Apt with Patio,Brooklyn,Apartment,100,Private room,11238,1,1,7,60,100,,,,,,
922478,04/08/2011,8,2011,Charming Brooklyn Room,Brooklyn,Apartment,90,Private room,11238,1,1,12,69,92,,,,,,
923915,04/08/2011,8,2011,Sun-drenched East Village Penthouse,Manhattan,Apartment,95,Private room,10009,1,1,32,125,95,,,,,,
922127,04/08/2011,8,2011,Lg Pvt Rm w Outdoor patio - W.Vill,Manhattan,Apartment,,Private room,10014,1,1,0,100,,,,,,,
921500,04/08/2011,8,2011,THE BEST DEAL ON THE HUDSON RIVER!!,Manhattan,Apartment,90,Private room,10031,1,1,70,55,93,,,,,,
928984,05/08/2011,8,2011,Large 2BR 2BTH 1 block from subway,Brooklyn,Apartment,100,Entire home/apt,11215,4,1,4,248,100,,,,,,
926743,05/08/2011,8,2011,Floor through apt for SINGLE Guest,Brooklyn,Apartment,90,Entire home/apt,11231,1,1,2,135,90,,,,,,
924614,05/08/2011,8,2011,Short stay Beautiful Gramercy Apt.,Manhattan,Apartment,85,Entire home/apt,10003,1,1,6,249,87,,,,,,
928407,05/08/2011,8,2011,Beautiful Loft 2 bl from Union sq.,Manhattan,Apartment,,Entire home/apt,10003,1,1,0,200,,,,,,,
926721,05/08/2011,8,2011,Boho Chic in Tribeca,Manhattan,Apartment,100,Entire home/apt,10007,2,1,1,800,100,,,,,,
924614,05/08/2011,8,2011,Chelsea luxury doorman building,Manhattan,Apartment,,Entire home/apt,10011,1,1,0,249,,,,,,,
925705,05/08/2011,8,2011,Cosy WEST VILLAGE 1 bedroom apt,Manhattan,Apartment,90,Entire home/apt,10014,2,1,8,180,90,,,,,,
927955,05/08/2011,8,2011,The West Village,Manhattan,Apartment,95,Entire home/apt,10014,1,1,6,200,95,,,,,,
928407,05/08/2011,8,2011,Duplex apartment in townhouse,Manhattan,Apartment,100,Entire home/apt,10025,2,1,1,550,100,,,,,,
926539,05/08/2011,8,2011,amazing views in midtown,Manhattan,Apartment,95,Entire home/apt,10036,2,1,79,599,96,,,,,,
928984,05/08/2011,8,2011,Large Private King Bed & Bath,Brooklyn,Apartment,100,Private room,11215,1,1,5,129,100,,,,,,
927028,05/08/2011,8,2011,Presence Guest Room - Chelsea NYC,Manhattan,House,85,Private room,10011,1,1,48,120,86,,,,,,
932893,06/08/2011,8,2011,Welcoming 1 bedroom apt,Brooklyn,Apartment,95,Entire home/apt,11217,1,1,6,150,97,,,,,,
932411,06/08/2011,8,2011,The Mezzo Loft,Brooklyn,Loft,100,Entire home/apt,11237,3,1,2,300,100,,,,,,
931053,06/08/2011,8,2011,Cozy Charming Studio Great Location,Manhattan,Apartment,95,Entire home/apt,10002,1,1,24,129,97,,,,,,
932411,06/08/2011,8,2011,The Mezzo Loft Guest Bedroom,Brooklyn,Loft,95,Private room,11237,1,1,10,120,98,,,,,,
932698,06/08/2011,8,2011,Sunny Duplex in Harlem Brownstone,Manhattan,Apartment,,Private room,10027,2,1,0,95,,,,,,,
932245,06/08/2011,8,2011,Sugarhill  Studio,Manhattan,Apartment,,Private room,10031,1,1,0,80,,,,,,,
934779,07/08/2011,8,2011,Williamsburg Apartment,Brooklyn,Apartment,,Entire home/apt,11211,1,1,0,200,,,,,,,
936258,07/08/2011,8,2011,Sunny 2-bedroom in Clinton Hill,Brooklyn,Apartment,100,Entire home/apt,11238,2,1,4,175,100,,,,,,
936630,07/08/2011,8,2011,Scandinavian-apt for up to 5. LES,Manhattan,Apartment,85,Entire home/apt,10002,2,1,77,167,86,,,,,,
937369,07/08/2011,8,2011,West Village/ New Whitney Studio,Manhattan,Apartment,90,Entire home/apt,10014,1,1,16,185,90,,,,,,
935821,07/08/2011,8,2011,Bright & Modern UWS 1 BR w/ Terrace,Manhattan,Apartment,100,Entire home/apt,10024,1,1,1,149,100,,,,,,
935979,07/08/2011,8,2011,Sunny 1 BR just off Central Park W,Manhattan,Apartment,90,Entire home/apt,10024,3,1,18,255,91,,,,,,
933313,07/08/2011,8,2011,Sweet Spot in Bedstuy,Brooklyn,Apartment,,Private room,11221,1,1,0,60,,,,,,,
934559,07/08/2011,8,2011,Sunny, 2 Story Apt, Near L Train,Brooklyn,Apartment,85,Private room,11237,1,1,29,64,87,,,,
933263,07/08/2011,8,2011,Best Location in Manhattan!,Manhattan,Apartment,90,Private room,10002,1,1,48,99,93,,,,,,
936114,07/08/2011,8,2011,Private Room&Bathroom Midtown West,Manhattan,Apartment,95,Private room,10023,2,1,21,170,99,,,,,,
942036,08/08/2011,8,2011,Gorgeous 1br City View Penthouse,Brooklyn,Apartment,100,Entire home/apt,11215,1,1,4,180,100,,,,,,
942109,08/08/2011,8,2011,Cosy modern Duplex in a brownstone,Brooklyn,Apartment,85,Entire home/apt,11216,2,1,9,100,88,,,,,,
942109,08/08/2011,8,2011,Brownstone in Brooklyn,Brooklyn,House,90,Entire home/apt,11216,3,1,21,240,91,,,,,,
942548,08/08/2011,8,2011,Really cool studio with terrace UWS,Manhattan,Apartment,100,Entire home/apt,10023,2,1,2,185,100,,,,,,
942128,08/08/2011,8,2011,Brownstone apartment off lenox Ave,Manhattan,Townhouse,,Entire home/apt,10026,1,1,1,120,,,,,,,
940310,08/08/2011,8,2011,Cozy, Prime Williamsburg Room,Brooklyn,Apartment,90,Private room,11211,1,1,2,75,90,,,,,
940736,08/08/2011,8,2011,Lovely Master bedroom in Greenpoint,Brooklyn,Apartment,100,Private room,11222,1,1,2,125,100,,,,,,
942109,08/08/2011,8,2011,Gorgeous bedroom in a Brownstone,Brooklyn,House,,Private room,11216,1,1,1,60,,,,,,,
942109,08/08/2011,8,2011,Private room in a brownstone,Brooklyn,House,95,Private room,11216,1,1,25,60,96,,,,,,
942109,08/08/2011,8,2011,Private single room in Brownstone,Brooklyn,House,90,Private room,11216,1,1,9,52,90,,,,,,
942252,08/08/2011,8,2011,Bonus Room in Townhouse,Brooklyn,Townhouse,90,Private room,11238,1,1,2,92,90,,,,,,
942252,08/08/2011,8,2011,Cozy & Sunny Sage Room in Townhouse,Brooklyn,Townhouse,100,Private room,11238,1,1,6,73,100,,,,,,
941249,08/08/2011,8,2011,Sweet Surender and Serenity Harlem,Manhattan,Apartment,85,Private room,10027,2,1,8,99,87,,,,,,
940724,08/08/2011,8,2011,Cheerful, comfortable room,Manhattan,Apartment,90,Private room,10032,1,1,135,70,91,,,,,
946943,09/08/2011,8,2011,Prime Williamsburg sanctuary,Brooklyn,Apartment,95,Entire home/apt,11211,2,1,11,95,98,,,,,,
946224,09/08/2011,8,2011,Duplex 2bdrm/Entire Apt.,Brooklyn,Apartment,,Entire home/apt,11216,2,1,0,225,,,,,,,
946880,09/08/2011,8,2011,Huge Brooklyn Loft near Pratt,Brooklyn,Apartment,,Entire home/apt,11216,2,1,0,150,,,,,,,
946323,09/08/2011,8,2011,Bright & big apt 3 blks from subway,Brooklyn,Apartment,80,Entire home/apt,11218,2,1,4,83,80,,,,,,
947232,09/08/2011,8,2011,Big apartment in prime Bushwick,Brooklyn,Apartment,100,Entire home/apt,11237,1,1,1,200,100,,,,,,
946943,09/08/2011,8,2011,Magical rowhouse & garden in Wburg,Brooklyn,House,100,Entire home/apt,11211,1,1,5,139,100,,,,,,
945930,09/08/2011,8,2011,Sexy I BDR Chelsea NY Best Location,Manhattan,Apartment,,Entire home/apt,10001,1,1,0,350,,,,,,,
948253,09/08/2011,8,2011,2 Bedroom apartment East Village!,Manhattan,Apartment,,Entire home/apt,10003,3,1,0,360,,,,,,,
947435,09/08/2011,8,2011,Comfortable and chic 2bed Soho loft,Manhattan,Apartment,90,Entire home/apt,10013,3,1,5,365,90,,,,,,
945624,09/08/2011,8,2011,Unique Village Gem with Roof Garden,Manhattan,Apartment,90,Entire home/apt,10014,2,1,33,295,94,,,,,,
948075,09/08/2011,8,2011,NewYorker (96th and Lexington),Manhattan,Apartment,85,Entire home/apt,10035,1,1,61,125,85,,,,,,
946672,09/08/2011,8,2011,Welcome to Kensington,Brooklyn,Apartment,100,Private room,11218,1,1,1,69,100,,,,,,
946279,09/08/2011,8,2011,Chic 4 Story Brownstone + Backyard,Brooklyn,House,100,Private room,11221,1,1,2,90,100,,,,,,
948253,09/08/2011,8,2011,Big bedroom in the East Village!,Manhattan,Apartment,100,Private room,10003,1,1,4,230,100,,,,,,
947293,09/08/2011,8,2011,Cozy NYC room close to Subway&Park,Manhattan,Apartment,95,Private room,10034,1,1,26,74,98,,,,,,
947654,09/08/2011,8,2011,Private Bedroom in 2 Bedroom Share,Manhattan,Apartment,90,Private room,10075,1,1,5,85,90,,,,,,
953355,10/08/2011,8,2011,Clean and Quiet BROOKLYN Apartment.,Brooklyn,Apartment,90,Entire home/apt,11238,1,1,9,115,91,,,,,,
953279,10/08/2011,8,2011,2 Beds over Bed-Stuy,Brooklyn,House,85,Entire home/apt,11221,2,1,30,149,86,,,,,,
953565,10/08/2011,8,2011,Huge Bklyn Loft w Private Roofdeck,Brooklyn,Loft,100,Entire home/apt,11215,1,1,15,265,100,,,,,,
953355,10/08/2011,8,2011,Clean, Cozy apartment in Manhattan,Manhattan,Apartment,90,Entire home/apt,10002,2,1,59,180,92,,,,,
953781,10/08/2011,8,2011,Smart Furnished Apartment, LES NYC,Manhattan,Apartment,,Entire home/apt,10002,1,1,0,140,,,,,,
953370,10/08/2011,8,2011,Stunning Designer Apartment!,Manhattan,Apartment,100,Entire home/apt,10003,1,1,1,390,100,,,,,,
953375,10/08/2011,8,2011,For cat lovers - East Village 1 bdr,Manhattan,Apartment,95,Entire home/apt,10009,1,1,12,130,96,,,,,,
949220,10/08/2011,8,2011,QUIET BOHEMIAN CHELSEA LOFT APT.,Manhattan,Apartment,60,Entire home/apt,10011,2,1,1,298,60,,,,,,
952657,10/08/2011,8,2011,Cozy bedroom in My Loft in New York,Brooklyn,Apartment,95,Private room,11211,2,1,79,94,98,,,,,,
952657,10/08/2011,8,2011,Huge bedroom in My Loft in New York,Brooklyn,Apartment,95,Private room,11211,2,1,99,124,97,,,,,,
950041,10/08/2011,8,2011,Spacious Room in Crown Heights, BK,Brooklyn,Apartment,100,Private room,11225,1,1,1,70,100,,,,,
949221,10/08/2011,8,2011,4 trains/Prospect Pk/5 stops 2 NYC,Brooklyn,Apartment,100,Private room,11226,1,1,6,55,100,,,,,,
949221,10/08/2011,8,2011,By Prospect Pk, 4 trains, Real BK!!,Brooklyn,Apartment,100,Private room,11226,1,1,2,55,100,,,,
950657,10/08/2011,8,2011,Sunny Apt with Private Bedroom,Brooklyn,Apartment,95,Private room,11226,1,1,45,70,95,,,,,,
953843,10/08/2011,8,2011,Modern Clean Room in Clinton Hill,Brooklyn,Apartment,95,Private room,11238,1,1,14,89,97,,,,,,
953781,10/08/2011,8,2011,Spacious Furnished Bedroom, LES NYC,Manhattan,Apartment,,Private room,10002,1,1,0,110,,,,,,
949220,10/08/2011,8,2011,SUPER QUIET BEST AREA PRIVATE ROOM,Manhattan,Apartment,85,Private room,10011,1,1,110,125,86,,,,,,
949220,10/08/2011,8,2011,XLARGE SUPER QUIET ROOM IN CHELSEA,Manhattan,Apartment,100,Private room,10011,1,1,1,169,100,,,,,,
956379,11/08/2011,8,2011,Park Slope townhouse apartment,Brooklyn,Apartment,90,Entire home/apt,11215,4,1,3,130,93,,,,,,
956365,11/08/2011,8,2011,Airy Luxury Retreat in Prime Area,Brooklyn,Apartment,100,Entire home/apt,11238,1,1,3,162,100,,,,,,
957104,11/08/2011,8,2011,Huge studio loft near Gramercy Park,Manhattan,Apartment,95,Entire home/apt,10010,1,1,47,189,99,,,,,,
957104,11/08/2011,8,2011,Vibrant Two Bedroom Gramercy Park,Manhattan,Apartment,75,Entire home/apt,10010,4,1,21,339,76,,,,,,
957290,11/08/2011,8,2011,*** SOHO Charming 1-Bedroom ****,Manhattan,Apartment,95,Entire home/apt,10012,1,1,17,225,99,,,,,,
957104,11/08/2011,8,2011,Cozy 1br between Soho/West Village,Manhattan,Apartment,90,Entire home/apt,10014,1,1,21,199,92,,,,,,
958347,11/08/2011,8,2011,Upper East Side Artist's Studio!,Manhattan,Apartment,100,Entire home/apt,10028,1,1,9,110,100,,,,,,
956848,11/08/2011,8,2011,Huge, sunny and chic in Ham Heights,Manhattan,Apartment,,Entire home/apt,10031,2,1,0,185,,,,,,
955404,11/08/2011,8,2011,Manhattan Apartment - Midtown,Manhattan,Apartment,,Entire home/apt,10036,1,1,0,200,,,,,,,
956914,11/08/2011,8,2011,Beautiful 1 bedroom in Midtown East,Manhattan,Apartment,90,Entire home/apt,10065,1,1,15,175,91,,,,,,
959049,11/08/2011,8,2011,Perfect Spot in Williamsburg,Brooklyn,Apartment,95,Private room,11211,1,1,29,125,97,,,,,,
957967,11/08/2011,8,2011,Boerum Hill modern meet zen retreat,Brooklyn,Apartment,85,Private room,11217,2,1,21,85,87,,,,,,
954367,11/08/2011,8,2011,Guest Room in a welcoming home.,Manhattan,Apartment,90,Private room,10032,1,1,37,60,94,,,,,,
954367,11/08/2011,8,2011,Spacious private room in Manhattan,Manhattan,Apartment,90,Private room,10032,1,1,12,65,94,,,,,,
961066,12/08/2011,8,2011,Great converted LOFT.  STUDIO APT,Brooklyn,Loft,95,Entire home/apt,11211,1,1,16,194,97,,,,,,
962154,12/08/2011,8,2011,Entire LES apt -cool, bright & cosy,Manhattan,Apartment,80,Entire home/apt,10002,1,1,5,180,80,,,,,
961555,12/08/2011,8,2011,Very central-  sunny gem w balcony!,Manhattan,Apartment,90,Entire home/apt,10003,2,1,105,239,94,,,,,,
961809,12/08/2011,8,2011,Beautiful 2Bd 2Bath Tribeca Apt!,Manhattan,Apartment,,Entire home/apt,10013,2,1,0,199,,,,,,,
959931,12/08/2011,8,2011,Great studio apt near Central Park,Manhattan,Apartment,90,Entire home/apt,10024,2,1,91,120,91,,,,,,
960836,12/08/2011,8,2011,Quiet Jr Alcove Near Times Square!,Manhattan,Apartment,90,Entire home/apt,10026,1,1,57,179,92,,,,,,
960013,12/08/2011,8,2011,Unique Modern Apt In Historical Bld,Manhattan,Apartment,95,Entire home/apt,10029,3,1,67,180,95,,,,,,
962093,12/08/2011,8,2011,Large, Sunny Room (Good 4 Groups!),Brooklyn,Apartment,100,Private room,11205,1,1,3,85,100,,,,,
962093,12/08/2011,8,2011,Private room in Fort Greene Duplex,Brooklyn,Apartment,,Private room,11205,1,1,0,79,,,,,,,
961342,12/08/2011,8,2011,Sunny room+Pvte office in huge loft,Brooklyn,Apartment,85,Private room,11206,1,1,8,70,89,,,,,,
961809,12/08/2011,8,2011,Cozy room w private entrance!,Brooklyn,Apartment,90,Private room,11207,1,1,13,49,90,,,,,,
960861,12/08/2011,8,2011,Big Private Room, Prospect Heights,Brooklyn,Apartment,95,Private room,11238,2,1,5,45,96,,,,,
959239,12/08/2011,8,2011,cozy SoHo apt-great location,Manhattan,Apartment,85,Private room,10013,1,1,20,80,86,,,,,,
966806,13/08/2011,8,2011,Sunny, Modern 1 BR in Williamsburg,Brooklyn,Apartment,95,Entire home/apt,11206,1,1,14,135,95,,,,,
966581,13/08/2011,8,2011,Charming 1BR Apt with Cat Sitting,Brooklyn,Apartment,100,Entire home/apt,11216,1,1,2,65,100,,,,,,
966637,13/08/2011,8,2011,Cozy 1 Bedroom Apt  Greenpoint, BK,Brooklyn,Apartment,85,Entire home/apt,11222,1,1,6,110,88,,,,,
